record_id,text,timestamp,topic,region,event_phase,reference_event,subtopic_tag,source_style,language_style,data_source
KE22-0642,The problem is not only delay; it is delay without a clear explanation from the commission.,2022-07-26 04:18:00,Counting & Results,Nakuru,Campaign Build-up,smartmatic_controversy,form_34a,tally_update,English,PROJECT_CURATED_CORPUS
KE22-0581,"The campaign tone in Kiambu is getting harsher, with more accusations than policy at the podium. Hii sio sawa.",2022-07-26 04:29:00,Political Rallies,Kiambu,Campaign Build-up,voter_mobilization,crowd_mobilization,campaign_update,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0033,"Whatever our politics, Kenya looks calm so far. This is the kind of uchaguzi we prayed for.",2022-07-26 04:57:00,Public Opinion,Bungoma,Campaign Build-up,voter_mobilization,candidate_support,citizen_commentary,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0783,Community peace volunteers in Kajiado are doing a solid job cooling tensions near the polling centre. Tuwe watulivu.,2022-07-26 04:58:00,Positive Events,Kajiado,Campaign Build-up,peace_messaging,orderly_voting,citizen_report,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0396,"I may not agree with everyone, but voters turning out quietly in Mombasa is encouraging.",2022-07-26 05:15:00,Public Opinion,Mombasa,Campaign Build-up,peace_messaging,peace_message,citizen_commentary,English,PROJECT_CURATED_CORPUS
KE22-0495,Azimio campaign team released today's itinerary for Nairobi and neighbouring constituencies.,2022-07-26 05:30:00,Political Rallies,Nairobi,Campaign Build-up,campaign_finale,campaign_message,news_update,English,PROJECT_CURATED_CORPUS
KE22-0120,Supporters in Homabay say the rally felt energized but disciplined. No chaos after dispersal.,2022-07-26 05:37:00,Political Rallies,Homabay,Campaign Build-up,campaign_finale,campaign_message,news_update,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0468,People are angry about delays and mixed messaging. This process should feel clearer than this. Hii sio sawa.,2022-07-26 05:47:00,Public Opinion,Kiambu,Campaign Build-up,campaign_finale,candidate_support,citizen_commentary,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0352,People are angry about delays and mixed messaging. This process should feel clearer than this. Hii sio sawa.,2022-07-26 05:53:00,Public Opinion,Nairobi,Campaign Build-up,voter_mobilization,trust_in_iebc,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0835,commission officials says agents are present and tallying continues under public scrutiny at Bomas.,2022-07-26 06:09:00,Media Reports,Nairobi,Campaign Build-up,voter_mobilization,headline_update,news_update,English,PROJECT_CURATED_CORPUS
KE22-0663,The street mood in Nairobi is cautious. Everyone is watching IEBC updates closely.,2022-07-26 07:17:00,Public Opinion,Nairobi,Campaign Build-up,campaign_finale,trust_in_iebc,social_post,English,PROJECT_CURATED_CORPUS
KE22-0350,Trust is getting damaged because officials are not explaining what is happening at Bomas properly.,2022-07-26 07:29:00,Public Opinion,Nairobi,Campaign Build-up,smartmatic_controversy,concern_over_integrity,social_post,English,PROJECT_CURATED_CORPUS
KE22-0684,Too many unanswered questions around IEBC communication. Confidence is dropping fast in Siaya.,2022-07-26 07:44:00,Public Opinion,Siaya,Campaign Build-up,campaign_finale,candidate_support,citizen_commentary,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0846,Replacement officials reached the station in Nairobi and operations improved after a rough start.,2022-07-26 07:53:00,Staffing Issues,Nairobi,Campaign Build-up,smartmatic_controversy,official_bias,incident_report,English,PROJECT_CURATED_CORPUS
KE22-0090,Officials in Kakamega say manual registers were delivered after the opening delay.,2022-07-26 08:05:00,Polling Administration,Kakamega,Campaign Build-up,smartmatic_controversy,station_flow,citizen_report,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0392,KIEMS kit at this station in Kiambu keeps failing and older voters are getting frustrated.,2022-07-26 16:30:00,Voting Issues,Kiambu,Campaign Build-up,voter_mobilization,kiems_issue,citizen_report,English,PROJECT_CURATED_CORPUS
KE22-0369,"I may not agree with everyone, but voters turning out quietly in Garissa is encouraging.",2022-07-26 16:48:00,Public Opinion,Garissa,Campaign Build-up,peace_messaging,results_anxiety,citizen_commentary,English,PROJECT_CURATED_CORPUS
KE22-0331,Reports from Kakamega suggest staff were missing at opening time and the station never really recovered.,2022-07-26 17:35:00,Staffing Issues,Kakamega,Campaign Build-up,smartmatic_controversy,official_absence,incident_report,English,PROJECT_CURATED_CORPUS
KE22-0481,Reports from Kisumu suggest staff were missing at opening time and the station never really recovered.,2022-07-26 17:51:00,Staffing Issues,Kisumu,Campaign Build-up,voter_mobilization,official_bias,incident_report,English,PROJECT_CURATED_CORPUS
KE22-0560,Too many unanswered questions around IEBC communication. Confidence is dropping fast in Nairobi.,2022-07-26 18:21:00,Public Opinion,Nairobi,Campaign Build-up,voter_mobilization,concern_over_integrity,citizen_commentary,English,PROJECT_CURATED_CORPUS
KE22-0080,"Queue in Nairobi was long, but officials eventually sorted out the register issue and voting resumed.",2022-07-26 18:56:00,Voting Issues,Nairobi,Campaign Build-up,voter_mobilization,register_problem,observer_note,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0634,Clergy and civil society groups in Nairobi praise calm voting atmosphere and urge patience.,2022-07-26 19:05:00,Media Reports,Nairobi,Campaign Build-up,peace_messaging,observer_brief,news_update,English,PROJECT_CURATED_CORPUS
KE22-0753,Observers note orderly opening in most stations sampled this morning across Siaya.,2022-07-26 19:35:00,Media Reports,Siaya,Campaign Build-up,smartmatic_controversy,candidate_quote,headline_brief,English,PROJECT_CURATED_CORPUS
KE22-0045,Campaign teams release parallel statements as the commission continues verification of forms.,2022-07-26 20:17:00,Media Reports,Uasin Gishu,Campaign Build-up,voter_mobilization,commission_update,headline_brief,English,PROJECT_CURATED_CORPUS
KE22-0756,Police visibility around the station in Nairobi is high but professional. So far hakuna shida.,2022-07-26 20:45:00,Security Issues,Nairobi,Campaign Build-up,peace_messaging,police_presence,situation_update,English,PROJECT_CURATED_CORPUS
KE22-0155,Community peace volunteers in Garissa are doing a solid job cooling tensions near the polling centre.,2022-07-26 20:47:00,Positive Events,Garissa,Campaign Build-up,smartmatic_controversy,community_monitoring,peace_monitor,English,PROJECT_CURATED_CORPUS
KE22-0069,People around here are mostly waiting for official communication before reacting either way.,2022-07-26 21:17:12,Public Opinion,Bungoma,Campaign Build-up,smartmatic_controversy,results_anxiety,social_post,English,PROJECT_CURATED_CORPUS
KE22-0225,Agents in Mombasa are complaining that basic polling procedures are not being followed consistently.,2022-07-26 21:55:00,Polling Administration,Mombasa,Campaign Build-up,smartmatic_controversy,manual_register,observer_note,English,PROJECT_CURATED_CORPUS
KE22-0333,commission officials says agents are present and tallying continues under public scrutiny at Bomas.,2022-07-26 21:56:58,Media Reports,Kisumu,Campaign Build-up,smartmatic_controversy,commission_update,news_update,English,PROJECT_CURATED_CORPUS
KE22-0443,Campaign teams release parallel statements as the commission continues verification of forms.,2022-07-26 22:22:00,Media Reports,Homabay,Campaign Build-up,voter_mobilization,headline_update,news_update,English,PROJECT_CURATED_CORPUS
KE22-0082,Security teams in Kisumu managed the crowd early and the area has stayed tulivu since.,2022-07-26 23:32:00,Security Issues,Kisumu,Campaign Build-up,campaign_finale,dangerous_speech,situation_update,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0848,"Observers say turnout patterns remain uneven, with urban stations moving slower than rural centres.",2022-07-26 23:46:00,Media Reports,Uasin Gishu,Campaign Build-up,campaign_finale,candidate_quote,headline_brief,English,PROJECT_CURATED_CORPUS
KE22-0897,"The mood around Garissa feels orderly and hopeful. Watu waamue, we keep peace.",2022-07-27 00:14:00,Public Opinion,Garissa,Campaign Build-up,peace_messaging,candidate_support,citizen_commentary,English,PROJECT_CURATED_CORPUS
KE22-0734,watu are angry about delays and mixed messaging. This process should feel clearer than this. Hii sio sawa.,2022-07-27 00:43:00,Public Opinion,Kisumu,Campaign Build-up,campaign_finale,candidate_support,citizen_commentary,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0551,Police visibility around the station in Nairobi is high but professional. So far hakuna shida.,2022-07-27 01:10:00,Security Issues,Nairobi,Campaign Build-up,peace_messaging,rumor_alert,incident_report,English,PROJECT_CURATED_CORPUS
KE22-0602,Trust is getting damaged because officials are not explaining what is happening at Bomas properly.,2022-07-27 01:11:57,Public Opinion,Uasin Gishu,Campaign Build-up,campaign_finale,trust_in_iebc,citizen_commentary,English,PROJECT_CURATED_CORPUS
KE22-0743,"Coalition speakers in Nairobi spent most of the rally on turnout, agents and vote protection.",2022-07-27 01:47:00,Political Rallies,Nairobi,Campaign Build-up,campaign_finale,crowd_mobilization,news_update,English,PROJECT_CURATED_CORPUS
KE22-0363,"It is hard to tulivu voters when every hour brings a new rumor about forms, servers or agents.",2022-07-27 02:34:00,Public Opinion,Nairobi,Campaign Build-up,smartmatic_controversy,results_anxiety,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0151,Trust is getting damaged because officials are not explaining what is happening at Bomas properly. Hii sio sawa. uchaguzi ni yetu.,2022-07-27 02:36:00,Public Opinion,Siaya,Campaign Build-up,voter_mobilization,peace_message,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0722,"Voters here are sharing water, directions and information. Good atmosphere despite the pressure. Tuwe watulivu.",2022-07-27 02:37:00,Positive Events,Nairobi,Campaign Build-up,voter_mobilization,peace_initiative,citizen_report,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0894,"Queue in Kajiado was long, but officials eventually sorted out the register issue and voting resumed.",2022-07-27 03:31:00,Voting Issues,Kajiado,Campaign Build-up,campaign_finale,register_problem,citizen_report,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0616,Confusion over ballot papers and desk flow is slowing the station badly in Garissa. Hii sio sawa.,2022-07-27 03:56:00,Polling Administration,Garissa,Campaign Build-up,voter_mobilization,missing_materials,observer_note,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0367,Road blockage reported near a voting centre in Kisumu. People are being told to avoid the area.,2022-07-27 04:04:00,Security Issues,Kisumu,Campaign Build-up,campaign_finale,police_presence,situation_update,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0515,"I may not agree with everyone, but voters turning out quietly in Siaya is encouraging.",2022-07-27 04:25:00,Public Opinion,Siaya,Campaign Build-up,voter_mobilization,candidate_support,citizen_commentary,English,PROJECT_CURATED_CORPUS
KE22-0752,"I may not agree with everyone, but voters turning out quietly in Mombasa is encouraging. Tuwe watulivu.",2022-07-27 04:45:00,Public Opinion,Mombasa,Campaign Build-up,smartmatic_controversy,peace_message,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0844,"Observers say turnout patterns remain uneven, with urban stations moving slower than rural centres.",2022-07-27 04:54:00,Media Reports,Nairobi,Campaign Build-up,campaign_finale,commission_update,news_update,English,PROJECT_CURATED_CORPUS
KE22-0620,"It is hard to calm voters when every hour brings a new rumor about forms, servers or agents.",2022-07-27 05:15:00,Public Opinion,Homabay,Campaign Build-up,peace_messaging,trust_in_iebc,social_post,English,PROJECT_CURATED_CORPUS
KE22-0422,Campaign teams release parallel statements as the commission continues verification of forms.,2022-07-27 05:55:00,Media Reports,Kakamega,Campaign Build-up,campaign_finale,candidate_quote,news_update,English,PROJECT_CURATED_CORPUS
KE22-0400,Community peace volunteers in Kiambu are doing a solid job cooling tensions near the polling centre.,2022-07-27 05:55:00,Positive Events,Kiambu,Campaign Build-up,peace_messaging,community_monitoring,peace_monitor,English,PROJECT_CURATED_CORPUS
KE22-0166,"Queue in Nairobi was long, but officials eventually sorted out the register issue and voting resumed.",2022-07-27 06:14:00,Voting Issues,Nairobi,Campaign Build-up,smartmatic_controversy,voter_assistance,citizen_report,English,PROJECT_CURATED_CORPUS
KE22-0547,"Observers say turnout patterns remain uneven, with urban stations moving slower than rural centres.",2022-07-27 06:24:00,Media Reports,Nairobi,Campaign Build-up,peace_messaging,observer_brief,news_update,English,PROJECT_CURATED_CORPUS
KE22-0259,Campaign stop in Kajiado ended with leaders calling for peace and acceptance of official results.,2022-07-27 06:53:00,Political Rallies,Kajiado,Campaign Build-up,peace_messaging,candidate_itinerary,news_update,English,PROJECT_CURATED_CORPUS
KE22-0311,"Coalition speakers in Uasin Gishu spent most of the rally on turnout, agents and vote protection.",2022-07-27 07:12:00,Political Rallies,Uasin Gishu,Campaign Build-up,campaign_finale,candidate_itinerary,campaign_update,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0081,"I may not agree with everyone, but voters turning out quietly in Kajiado is encouraging. Tuwe watulivu.",2022-07-27 07:33:00,Public Opinion,Kajiado,Campaign Build-up,campaign_finale,candidate_support,social_post,English-Swahili,PROJECT_CURATED_CORPUS
KE22-0586,"Media desks report steady voter traffic in Nakuru, with isolated delays under review.",2022-07-27 08:18:00,Media Reports,Nakuru,Campaign Build-up,campaign_finale,commission_update,news_update,English,PROJECT_CURATED_CORPUS
KE22-0219,Too few officials on site in Kisumu. Voters and agents are doing more queue management than staff.,2022-07-27 08:29:00,Staffing Issues,Kisumu,Campaign Build-up,voter_mobilization,official_bias,observer_note,English,PROJECT_CURATED_CORPUS
KE22-0674,Supporters in Mombasa say the rally felt energized but disciplined. No chaos after dispersal.,2022-07-27 16:09:00,Political Rallies,Mombasa,Campaign Build-up,smartmatic_controversy,campaign_message,news_update,English,PROJECT_CURATED_CORPUS
KE22-0249,Police visibility around the station in Mombasa is high but professional. So far hakuna shida.,2022-07-27 16:52:00,Security Issues,Mombasa,Campaign Build-up,voter_mobilization,police_presence,situation_update,English,PROJECT_CURATED_CORPUS
